participantID,trialNumber,stimulus,sampleOrder,sampleTime,comparisonTime,condition,template
13,14,46,left,10000,20000,H,6
29,7,78,right,10000,20000,VH,9
12,95,10,left,10000,20000,V,2
2,63,57,right,10000,20000,VH,7
18,57,69,left,10000,20000,V,8
21,71,14,right,10000,20000,VH,2
10,40,37,right,10000,20000,VH,5
3,49,23,right,10000,20000,VH,3
11,54,66,left,10000,20000,V,8
25,94,108,left,10000,20000,V,12
29,51,1,left,10000,20000,VH,1
19,108,88,left,10000,20000,V,10
22,20,102,right,10000,20000,H,12
19,34,107,left,10000,20000,V,12
21,14,85,right,10000,20000,VH,10
3,47,83,right,10000,20000,V,10
5,48,49,left,10000,20000,H,6
18,56,62,left,10000,20000,V,7
30,24,36,right,10000,20000,V,4
9,24,12,left,10000,20000,V,2
28,21,87,right,10000,20000,V,10
30,48,10,right,10000,20000,H,2
1,98,41,left,10000,20000,H,5
26,28,49,left,10000,20000,H,6
10,35,28,right,10000,20000,VH,4
3,62,5,right,10000,20000,H,1
22,46,13,left,10000,20000,H,2
7,5,108,right,10000,20000,H,12
15,49,9,left,10000,20000,VH,1
22,22,8,right,10000,20000,H,1
10,58,20,left,10000,20000,VH,3
12,32,92,right,10000,20000,VH,11
24,99,80,left,10000,20000,VH,9
12,72,28,left,10000,20000,VH,4
1,18,95,left,10000,20000,VH,11
4,91,107,right,10000,20000,V,12
4,32,17,left,10000,20000,H,2
5,3,98,left,10000,20000,V,11
13,97,45,right,10000,20000,H,5
2,13,101,right,10000,20000,H,12
10,47,42,left,10000,20000,V,5
11,60,107,right,10000,20000,V,12
10,42,36,right,10000,20000,VH,4
7,34,81,left,10000,20000,V,9
28,64,42,right,10000,20000,H,5
25,74,92,left,10000,20000,VH,11
12,103,28,left,10000,20000,H,4
6,103,100,left,10000,20000,H,12
25,73,108,left,10000,20000,VH,12
15,96,15,left,10000,20000,VH,2
27,6,49,left,10000,20000,VH,6
18,75,104,left,10000,20000,V,12
7,71,83,right,10000,20000,V,10
25,92,49,left,10000,20000,V,6
24,70,71,right,10000,20000,V,8
27,93,42,right,10000,20000,V,5
8,1,69,right,10000,20000,VH,8
19,8,83,right,10000,20000,H,10
11,74,75,right,10000,20000,H,9
8,69,34,left,10000,20000,V,4
19,70,63,left,10000,20000,V,7
27,103,91,right,10000,20000,VH,11
12,61,106,left,10000,20000,H,12
25,67,42,left,10000,20000,V,5
18,96,28,right,10000,20000,VH,4
8,46,104,right,10000,20000,H,12
22,99,72,right,10000,20000,H,8
11,27,26,left,10000,20000,H,3
1,80,47,left,10000,20000,V,6
20,108,35,right,10000,20000,V,4
22,35,6,right,10000,20000,VH,1
8,30,103,left,10000,20000,H,12
6,93,17,right,10000,20000,V,2
8,11,51,left,10000,20000,V,6
9,47,31,left,10000,20000,V,4
9,75,72,right,10000,20000,VH,8
30,53,106,right,10000,20000,VH,12
19,71,41,left,10000,20000,V,5
13,19,46,left,10000,20000,V,6
10,8,76,left,10000,20000,V,9
29,52,105,right,10000,20000,VH,12
28,83,100,right,10000,20000,VH,12
28,44,86,right,10000,20000,V,10
7,14,30,left,10000,20000,V,4
15,106,108,left,10000,20000,V,12
3,85,7,right,10000,20000,VH,1
13,43,16,left,10000,20000,V,2
30,74,53,right,10000,20000,VH,6
1,34,56,right,10000,20000,V,7
6,100,65,left,10000,20000,VH,8
25,19,14,left,10000,20000,V,2
22,49,53,right,10000,20000,V,6
9,52,73,left,10000,20000,VH,9
6,17,28,left,10000,20000,VH,4
15,102,13,right,10000,20000,H,2
19,61,76,left,10000,20000,H,9
27,86,107,left,10000,20000,VH,12
16,85,104,left,10000,20000,V,12
16,72,65,left,10000,20000,V,8
6,16,40,right,10000,20000,VH,5
21,1,92,right,10000,20000,H,11
3,61,87,left,10000,20000,H,10
3,42,87,left,10000,20000,H,10
1,60,95,left,10000,20000,VH,11
13,31,41,left,10000,20000,VH,5
28,33,31,left,10000,20000,VH,4
6,76,9,left,10000,20000,H,1
23,18,69,left,10000,20000,V,8
5,69,80,right,10000,20000,H,9
17,58,45,right,10000,20000,H,5
16,33,8,right,10000,20000,H,1
17,69,84,right,10000,20000,VH,10
6,44,97,right,10000,20000,H,11
27,39,72,left,10000,20000,VH,8
30,13,68,left,10000,20000,H,8
6,94,10,right,10000,20000,V,2
2,59,91,left,10000,20000,H,11
11,43,21,left,10000,20000,VH,3
11,87,6,left,10000,20000,VH,1
26,52,84,left,10000,20000,H,10
11,49,104,right,10000,20000,V,12
18,59,88,left,10000,20000,V,10
12,60,75,right,10000,20000,V,9
16,65,103,right,10000,20000,H,12
23,103,61,left,10000,20000,V,7
10,26,18,left,10000,20000,H,2
19,43,1,right,10000,20000,H,1
30,88,76,right,10000,20000,H,9
17,11,44,right,10000,20000,V,5
21,32,20,left,10000,20000,VH,3
23,25,18,right,10000,20000,VH,2
21,106,42,left,10000,20000,V,5
23,83,97,left,10000,20000,H,11
6,14,74,left,10000,20000,VH,9
16,32,38,right,10000,20000,H,5
28,99,29,right,10000,20000,V,4
26,54,49,right,10000,20000,H,6
7,106,67,right,10000,20000,H,8
30,100,66,left,10000,20000,H,8
13,40,66,right,10000,20000,VH,8
25,91,70,left,10000,20000,V,8
14,23,13,left,10000,20000,VH,2
7,37,96,left,10000,20000,V,11
19,99,29,left,10000,20000,VH,4
8,92,27,left,10000,20000,H,3
3,76,80,right,10000,20000,H,9
25,51,82,right,10000,20000,V,10
17,104,80,right,10000,20000,H,9
1,3,17,left,10000,20000,H,2
15,21,73,left,10000,20000,V,9
29,9,12,left,10000,20000,VH,2
20,71,33,right,10000,20000,VH,4
14,68,104,right,10000,20000,H,12
12,30,94,right,10000,20000,H,11
12,43,53,right,10000,20000,V,6
5,56,4,right,10000,20000,V,1
17,47,2,left,10000,20000,VH,1
5,46,81,right,10000,20000,H,9
7,104,74,right,10000,20000,H,9
12,52,22,left,10000,20000,H,3
10,2,83,left,10000,20000,VH,10
22,37,32,left,10000,20000,VH,4
8,4,96,left,10000,20000,VH,11
14,8,3,left,10000,20000,VH,1
22,94,44,right,10000,20000,V,5
13,25,98,right,10000,20000,H,11
21,35,79,right,10000,20000,VH,9
25,97,42,left,10000,20000,H,5
22,40,5,right,10000,20000,VH,1
9,2,93,left,10000,20000,H,11
5,68,85,left,10000,20000,H,10
22,83,18,right,10000,20000,VH,2
5,10,36,right,10000,20000,VH,4
23,101,108,right,10000,20000,VH,12
12,74,19,left,10000,20000,V,3
19,67,26,left,10000,20000,V,3
11,51,104,right,10000,20000,V,12
13,11,4,right,10000,20000,V,1
24,43,21,right,10000,20000,V,3
8,51,38,right,10000,20000,VH,5
17,51,13,right,10000,20000,V,2
3,43,13,right,10000,20000,V,2
13,88,99,left,10000,20000,VH,11
8,19,79,right,10000,20000,VH,9
18,32,65,right,10000,20000,VH,8
16,20,86,right,10000,20000,V,10
10,45,83,left,10000,20000,V,10
7,26,84,right,10000,20000,H,10
18,108,5,left,10000,20000,H,1
27,75,41,left,10000,20000,H,5
3,31,100,left,10000,20000,H,12
19,1,51,left,10000,20000,V,6
1,59,34,right,10000,20000,VH,4
2,20,55,right,10000,20000,VH,7
17,19,46,left,10000,20000,VH,6
25,29,16,left,10000,20000,H,2
29,75,35,left,10000,20000,H,4
5,49,47,right,10000,20000,VH,6
23,8,98,right,10000,20000,H,11
13,53,30,right,10000,20000,H,4
11,12,19,left,10000,20000,V,3
13,100,54,right,10000,20000,H,6
29,95,105,left,10000,20000,H,12
27,65,85,right,10000,20000,VH,10
3,24,18,left,10000,20000,V,2
17,27,36,left,10000,20000,H,4
20,40,25,left,10000,20000,VH,3
3,56,66,left,10000,20000,V,8
7,78,107,left,10000,20000,H,12
24,103,21,right,10000,20000,V,3
3,32,25,right,10000,20000,H,3
16,79,92,left,10000,20000,H,11
16,10,84,left,10000,20000,VH,10
19,41,92,right,10000,20000,V,11
18,82,48,right,10000,20000,H,6
1,92,39,right,10000,20000,VH,5
12,89,4,right,10000,20000,VH,1
27,34,82,left,10000,20000,H,10
3,97,58,right,10000,20000,VH,7
18,20,8,left,10000,20000,H,1
6,53,49,left,10000,20000,VH,6
30,30,19,left,10000,20000,H,3
18,65,17,right,10000,20000,H,2
27,30,57,right,10000,20000,VH,7
27,37,108,right,10000,20000,VH,12
16,12,80,right,10000,20000,VH,9
20,63,100,left,10000,20000,H,12
6,1,3,right,10000,20000,H,1
3,107,62,left,10000,20000,H,7
30,42,50,right,10000,20000,V,6
25,49,84,left,10000,20000,V,10
12,3,93,right,10000,20000,VH,11
10,48,66,left,10000,20000,V,8
24,55,65,left,10000,20000,H,8
29,8,51,right,10000,20000,VH,6
17,42,78,left,10000,20000,H,9
14,55,40,right,10000,20000,VH,5
29,26,101,right,10000,20000,VH,12
28,62,54,left,10000,20000,H,6
18,36,56,right,10000,20000,VH,7
24,96,54,left,10000,20000,H,6
20,94,98,left,10000,20000,VH,11
2,95,69,left,10000,20000,VH,8
26,75,60,right,10000,20000,V,7
19,54,63,left,10000,20000,VH,7
30,37,79,left,10000,20000,V,9
10,88,28,left,10000,20000,V,4
11,24,50,right,10000,20000,V,6
12,59,9,left,10000,20000,V,1
16,76,12,left,10000,20000,VH,2
30,43,79,left,10000,20000,H,9
19,7,71,right,10000,20000,H,8
20,33,12,left,10000,20000,VH,2
19,74,27,left,10000,20000,V,3
28,101,22,left,10000,20000,V,3
2,14,82,left,10000,20000,H,10
27,24,82,left,10000,20000,V,10
18,48,66,left,10000,20000,H,8
26,62,11,right,10000,20000,V,2
8,60,8,right,10000,20000,H,1
26,82,78,right,10000,20000,VH,9
29,48,46,left,10000,20000,V,6
26,47,78,left,10000,20000,V,9
4,93,92,left,10000,20000,V,11
18,100,41,left,10000,20000,V,5
30,86,14,right,10000,20000,H,2
27,59,41,left,10000,20000,H,5
11,72,23,left,10000,20000,VH,3
1,36,5,left,10000,20000,V,1
9,65,19,left,10000,20000,H,3
22,67,88,left,10000,20000,VH,10
25,81,76,right,10000,20000,H,9
24,25,52,left,10000,20000,VH,6
2,69,28,left,10000,20000,V,4
23,15,62,right,10000,20000,V,7
21,66,79,left,10000,20000,V,9
4,107,74,left,10000,20000,H,9
5,89,67,right,10000,20000,VH,8
9,98,36,left,10000,20000,V,4
9,66,83,right,10000,20000,H,10
6,105,26,left,10000,20000,H,3
18,99,96,right,10000,20000,V,11
19,37,45,right,10000,20000,V,5
4,18,85,left,10000,20000,H,10
27,74,105,right,10000,20000,H,12
11,101,34,right,10000,20000,VH,4
5,105,66,left,10000,20000,H,8
15,36,77,left,10000,20000,H,9
2,85,97,right,10000,20000,H,11
27,9,11,left,10000,20000,H,2
18,11,46,right,10000,20000,V,6
23,6,97,right,10000,20000,VH,11
23,13,68,left,10000,20000,V,8
26,84,37,left,10000,20000,VH,5
13,68,45,right,10000,20000,V,5
14,26,101,left,10000,20000,V,12
13,90,95,right,10000,20000,VH,11
5,50,25,right,10000,20000,VH,3
10,97,80,right,10000,20000,VH,9
3,66,49,left,10000,20000,H,6
22,93,73,left,10000,20000,V,9
30,94,8,right,10000,20000,VH,1
13,36,74,right,10000,20000,VH,9
22,62,67,right,10000,20000,V,8
21,17,55,left,10000,20000,VH,7
19,32,83,right,10000,20000,V,10
2,71,18,right,10000,20000,V,2
4,108,73,right,10000,20000,H,9
12,91,71,left,10000,20000,V,8
28,54,78,right,10000,20000,H,9
25,33,20,right,10000,20000,VH,3
21,37,37,right,10000,20000,V,5
23,38,21,left,10000,20000,VH,3
5,22,21,right,10000,20000,V,3
29,90,4,right,10000,20000,V,1
29,94,12,right,10000,20000,H,2
2,21,69,left,10000,20000,VH,8
7,69,17,left,10000,20000,V,2
23,59,107,right,10000,20000,VH,12
11,26,97,right,10000,20000,H,11
19,96,1,left,10000,20000,H,1
21,10,46,left,10000,20000,V,6
23,50,68,left,10000,20000,H,8
26,49,33,left,10000,20000,H,4
21,46,49,left,10000,20000,H,6
2,37,60,right,10000,20000,H,7
13,96,82,left,10000,20000,VH,10
27,94,71,left,10000,20000,V,8
17,84,7,right,10000,20000,VH,1
13,35,9,left,10000,20000,VH,1
26,26,60,right,10000,20000,H,7
5,85,94,right,10000,20000,VH,11
10,91,84,right,10000,20000,H,10
22,6,76,right,10000,20000,VH,9
5,2,93,right,10000,20000,V,11
29,92,97,left,10000,20000,H,11
3,80,58,right,10000,20000,V,7
19,64,9,left,10000,20000,H,1
16,59,4,right,10000,20000,VH,1
17,34,85,left,10000,20000,V,10
18,15,68,right,10000,20000,H,8
12,15,50,right,10000,20000,V,6
29,14,101,left,10000,20000,H,12
14,86,105,left,10000,20000,H,12
17,33,39,left,10000,20000,V,5
30,62,5,right,10000,20000,H,1
18,5,71,right,10000,20000,VH,8
4,39,52,left,10000,20000,H,6
17,13,70,right,10000,20000,VH,8
20,82,29,right,10000,20000,VH,4
18,51,100,right,10000,20000,VH,12
2,98,27,left,10000,20000,V,3
12,99,31,right,10000,20000,VH,4
3,13,97,left,10000,20000,V,11
26,20,95,left,10000,20000,VH,11
20,38,44,right,10000,20000,VH,5
25,30,44,left,10000,20000,H,5
2,47,72,right,10000,20000,VH,8
23,42,49,left,10000,20000,VH,6
9,83,85,right,10000,20000,H,10
25,21,42,right,10000,20000,V,5
16,35,97,right,10000,20000,H,11
17,74,47,left,10000,20000,V,6
2,68,78,left,10000,20000,V,9
14,38,4,right,10000,20000,V,1
4,94,36,right,10000,20000,V,4
27,4,53,left,10000,20000,VH,6
21,52,85,left,10000,20000,VH,10
27,90,31,right,10000,20000,VH,4
10,81,79,right,10000,20000,H,9
29,102,51,left,10000,20000,VH,6
28,37,80,right,10000,20000,VH,9
8,101,90,left,10000,20000,VH,10
17,39,61,left,10000,20000,H,7
8,6,17,right,10000,20000,VH,2
27,70,89,left,10000,20000,V,10
22,86,38,left,10000,20000,H,5
20,101,73,left,10000,20000,H,9
24,4,4,right,10000,20000,H,1
1,19,94,left,10000,20000,H,11
19,93,34,left,10000,20000,H,4
11,91,95,right,10000,20000,H,11
10,28,30,right,10000,20000,H,4
16,21,74,right,10000,20000,V,9
28,73,37,left,10000,20000,H,5
12,90,70,right,10000,20000,VH,8
4,57,37,right,10000,20000,V,5
29,65,105,left,10000,20000,V,12
12,75,92,right,10000,20000,V,11
16,6,24,left,10000,20000,V,3
20,4,35,left,10000,20000,VH,4
28,26,6,left,10000,20000,H,1
16,15,3,left,10000,20000,H,1
3,14,28,left,10000,20000,V,4
6,66,105,right,10000,20000,H,12
9,58,88,left,10000,20000,V,10
15,107,32,right,10000,20000,V,4
23,4,35,right,10000,20000,VH,4
14,47,95,right,10000,20000,H,11
4,82,103,left,10000,20000,V,12
21,90,62,left,10000,20000,H,7
25,24,50,right,10000,20000,V,6
12,97,83,left,10000,20000,VH,10
8,74,6,right,10000,20000,V,1
9,45,102,right,10000,20000,V,12
10,105,28,left,10000,20000,V,4
16,103,94,right,10000,20000,V,11
12,2,78,left,10000,20000,VH,9
7,18,49,right,10000,20000,V,6
2,57,2,left,10000,20000,H,1
22,75,79,right,10000,20000,V,9
18,62,69,left,10000,20000,H,8
25,102,7,right,10000,20000,H,1
24,45,86,right,10000,20000,V,10
4,104,64,left,10000,20000,H,8
4,51,89,left,10000,20000,V,10
18,42,10,right,10000,20000,V,2
8,21,107,left,10000,20000,VH,12
22,2,59,right,10000,20000,VH,7
17,82,3,right,10000,20000,VH,1
29,25,44,right,10000,20000,VH,5
28,95,101,left,10000,20000,H,12
24,91,35,right,10000,20000,H,4
22,54,58,right,10000,20000,V,7
24,9,78,right,10000,20000,VH,9
19,38,14,right,10000,20000,V,2
6,67,102,left,10000,20000,V,12
28,25,68,right,10000,20000,H,8
29,59,17,right,10000,20000,VH,2
6,11,37,right,10000,20000,V,5
6,82,12,right,10000,20000,VH,2
7,40,35,right,10000,20000,V,4
29,56,93,left,10000,20000,VH,11
1,47,41,left,10000,20000,H,5
21,62,1,right,10000,20000,V,1
13,71,75,right,10000,20000,V,9
5,26,88,left,10000,20000,VH,10
2,52,101,right,10000,20000,V,12
16,55,61,left,10000,20000,VH,7
26,48,105,left,10000,20000,V,12
21,78,70,right,10000,20000,V,8
30,99,30,right,10000,20000,H,4
10,67,89,right,10000,20000,H,10
6,56,101,right,10000,20000,VH,12
27,78,49,left,10000,20000,H,6
8,55,47,left,10000,20000,H,6
6,99,107,left,10000,20000,VH,12
27,21,71,left,10000,20000,V,8
15,68,104,right,10000,20000,V,12
1,71,30,left,10000,20000,H,4
14,99,64,left,10000,20000,V,8
11,98,45,right,10000,20000,VH,5
23,78,33,right,10000,20000,V,4
30,18,98,left,10000,20000,H,11
23,51,101,left,10000,20000,H,12
1,33,31,left,10000,20000,V,4
22,24,30,right,10000,20000,H,4
9,89,44,left,10000,20000,V,5
13,74,24,right,10000,20000,V,3
8,29,20,right,10000,20000,H,3
23,28,61,left,10000,20000,VH,7
29,28,41,left,10000,20000,VH,5
2,3,83,right,10000,20000,VH,10
8,20,23,left,10000,20000,VH,3
8,72,35,left,10000,20000,V,4
21,44,60,right,10000,20000,H,7
8,26,22,left,10000,20000,H,3
30,104,85,right,10000,20000,V,10
5,102,53,left,10000,20000,VH,6
10,24,31,left,10000,20000,V,4
17,1,82,left,10000,20000,H,10
2,32,99,right,10000,20000,H,11
4,6,47,right,10000,20000,V,6
3,74,50,left,10000,20000,H,6
13,107,58,right,10000,20000,V,7
6,52,59,left,10000,20000,VH,7
6,89,98,right,10000,20000,V,11
2,102,94,right,10000,20000,V,11
23,14,70,left,10000,20000,V,8
8,70,66,right,10000,20000,V,8
4,33,23,left,10000,20000,H,3
20,59,106,right,10000,20000,V,12
21,2,54,right,10000,20000,H,6
4,98,23,left,10000,20000,VH,3
16,81,102,right,10000,20000,H,12
24,41,5,right,10000,20000,VH,1
12,71,12,right,10000,20000,VH,2
17,15,4,right,10000,20000,VH,1
17,98,99,left,10000,20000,V,11
23,89,62,left,10000,20000,VH,7
25,42,83,right,10000,20000,H,10
6,21,30,right,10000,20000,VH,4
23,33,18,left,10000,20000,V,2
28,74,103,left,10000,20000,H,12
9,4,100,left,10000,20000,H,12
22,8,49,left,10000,20000,H,6
27,11,21,left,10000,20000,H,3
27,15,37,right,10000,20000,V,5
25,107,74,left,10000,20000,VH,9
22,92,42,right,10000,20000,V,5
20,25,55,right,10000,20000,V,7
23,108,93,right,10000,20000,V,11
1,99,1,right,10000,20000,H,1
17,31,100,left,10000,20000,V,12
21,18,56,right,10000,20000,VH,7
10,99,72,left,10000,20000,VH,8
7,17,63,left,10000,20000,V,7
5,60,66,left,10000,20000,V,8
3,16,78,left,10000,20000,V,9
20,6,59,left,10000,20000,VH,7
20,80,65,left,10000,20000,VH,8
11,9,50,right,10000,20000,V,6
19,33,66,left,10000,20000,V,8
25,43,49,right,10000,20000,VH,6
20,60,78,left,10000,20000,V,9
20,7,102,right,10000,20000,V,12
12,67,63,left,10000,20000,VH,7
8,34,20,left,10000,20000,V,3
16,9,76,right,10000,20000,VH,9
12,13,4,right,10000,20000,V,1
18,18,56,left,10000,20000,H,7
23,76,41,right,10000,20000,V,5
27,8,73,right,10000,20000,H,9
29,96,25,right,10000,20000,H,3
2,107,67,right,10000,20000,H,8
25,34,15,left,10000,20000,VH,2
8,79,49,left,10000,20000,VH,6
17,90,70,right,10000,20000,H,8
7,74,35,left,10000,20000,H,4
7,42,18,right,10000,20000,V,2
15,87,92,right,10000,20000,V,11
7,66,96,right,10000,20000,VH,11
19,103,13,right,10000,20000,V,2
24,64,13,left,10000,20000,VH,2
30,1,47,right,10000,20000,V,6
19,16,77,left,10000,20000,VH,9
29,21,57,right,10000,20000,V,7
25,16,1,right,10000,20000,VH,1
14,3,79,right,10000,20000,H,9
28,42,56,left,10000,20000,VH,7
27,7,31,right,10000,20000,H,4
28,35,102,right,10000,20000,VH,12
12,19,106,right,10000,20000,V,12
28,66,92,right,10000,20000,H,11
26,22,13,right,10000,20000,VH,2
10,33,49,left,10000,20000,VH,6
28,6,43,right,10000,20000,V,5
16,2,1,left,10000,20000,V,1
29,16,89,left,10000,20000,H,10
2,89,108,left,10000,20000,H,12
12,69,12,left,10000,20000,VH,2
19,97,104,right,10000,20000,VH,12
18,66,34,right,10000,20000,H,4
21,13,76,right,10000,20000,VH,9
27,31,6,left,10000,20000,H,1
13,101,84,left,10000,20000,H,10
10,37,90,right,10000,20000,VH,10
5,14,101,right,10000,20000,H,12
1,23,104,right,10000,20000,H,12
23,31,8,right,10000,20000,V,1
2,61,41,right,10000,20000,VH,5
9,90,60,left,10000,20000,V,7
2,30,6,right,10000,20000,V,1
28,46,27,right,10000,20000,V,3
13,47,104,right,10000,20000,V,12
16,53,106,right,10000,20000,H,12
1,68,61,left,10000,20000,H,7
24,23,69,right,10000,20000,V,8
14,80,10,left,10000,20000,V,2
18,60,55,right,10000,20000,V,7
19,86,42,left,10000,20000,H,5
29,62,45,right,10000,20000,V,5
9,32,24,left,10000,20000,VH,3
13,65,67,right,10000,20000,H,8
12,14,83,left,10000,20000,V,10
19,14,26,left,10000,20000,VH,3
2,87,32,right,10000,20000,H,4
19,46,45,right,10000,20000,H,5
9,39,36,right,10000,20000,H,4
18,92,36,left,10000,20000,VH,4
3,59,61,left,10000,20000,V,7
19,57,10,left,10000,20000,VH,2
10,3,68,right,10000,20000,VH,8
14,53,56,left,10000,20000,VH,7
5,34,94,right,10000,20000,H,11
5,106,33,left,10000,20000,H,4
16,64,56,right,10000,20000,H,7
15,43,22,right,10000,20000,H,3
21,25,105,left,10000,20000,V,12
12,35,91,left,10000,20000,VH,11
7,94,101,right,10000,20000,V,12
29,78,7,right,10000,20000,H,1
17,102,33,left,10000,20000,V,4
19,104,13,right,10000,20000,V,2
24,85,91,right,10000,20000,V,11
24,49,83,right,10000,20000,H,10
7,84,66,left,10000,20000,V,8
24,84,105,right,10000,20000,VH,12
1,31,37,right,10000,20000,V,5
2,45,107,right,10000,20000,VH,12
11,44,72,left,10000,20000,VH,8
29,12,99,right,10000,20000,VH,11
9,22,108,right,10000,20000,V,12
22,89,82,left,10000,20000,H,10
9,53,100,right,10000,20000,VH,12
22,41,33,right,10000,20000,VH,4
23,63,24,right,10000,20000,H,3
14,18,52,right,10000,20000,V,6
3,26,25,right,10000,20000,VH,3
17,65,1,right,10000,20000,V,1
20,9,24,right,10000,20000,V,3
15,15,97,right,10000,20000,H,11
12,31,49,left,10000,20000,VH,6
9,88,95,right,10000,20000,V,11
16,31,71,left,10000,20000,H,8
28,81,104,left,10000,20000,VH,12
28,12,30,right,10000,20000,VH,4
15,60,25,left,10000,20000,VH,3
18,89,105,left,10000,20000,VH,12
21,38,100,left,10000,20000,V,12
6,15,64,left,10000,20000,VH,8
1,64,22,right,10000,20000,V,3
13,41,18,left,10000,20000,VH,2
21,69,90,left,10000,20000,VH,10
23,26,59,right,10000,20000,VH,7
5,42,45,right,10000,20000,V,5
20,84,42,right,10000,20000,VH,5
7,95,67,right,10000,20000,V,8
27,32,42,left,10000,20000,H,5
3,1,21,right,10000,20000,VH,3
17,75,4,left,10000,20000,V,1
18,2,66,left,10000,20000,VH,8
1,70,26,right,10000,20000,H,3
16,88,85,right,10000,20000,V,10
2,27,15,right,10000,20000,V,2
3,54,39,right,10000,20000,VH,5
1,102,84,right,10000,20000,H,10
30,90,87,left,10000,20000,H,10
21,33,50,right,10000,20000,VH,6
13,16,27,left,10000,20000,H,3
27,66,65,left,10000,20000,VH,8
13,56,61,right,10000,20000,VH,7
29,85,89,right,10000,20000,V,10
18,87,37,left,10000,20000,VH,5
2,78,102,right,10000,20000,V,12
16,7,22,right,10000,20000,VH,3
12,51,3,left,10000,20000,H,1
21,67,14,right,10000,20000,VH,2
18,58,45,left,10000,20000,V,5
18,53,80,left,10000,20000,VH,9
4,17,40,right,10000,20000,H,5
4,41,24,right,10000,20000,H,3
17,68,66,left,10000,20000,VH,8
19,88,82,left,10000,20000,H,10
25,71,3,left,10000,20000,V,1
5,24,8,left,10000,20000,V,1
14,40,36,left,10000,20000,V,4
11,37,15,right,10000,20000,H,2
26,100,108,right,10000,20000,V,12
8,43,83,left,10000,20000,H,10
3,33,88,left,10000,20000,H,10
12,49,55,right,10000,20000,H,7
29,58,100,left,10000,20000,VH,12
21,98,107,right,10000,20000,H,12
20,11,10,right,10000,20000,V,2
12,86,11,left,10000,20000,VH,2
22,31,98,right,10000,20000,VH,11
26,42,51,right,10000,20000,VH,6
18,54,63,right,10000,20000,VH,7
24,60,8,right,10000,20000,H,1
4,71,40,left,10000,20000,VH,5
6,47,68,left,10000,20000,H,8
29,55,76,left,10000,20000,VH,9
16,102,38,left,10000,20000,H,5
22,61,43,right,10000,20000,V,5
6,20,102,left,10000,20000,VH,12
4,73,68,left,10000,20000,VH,8
2,99,105,right,10000,20000,V,12
21,29,89,right,10000,20000,V,10
19,102,92,left,10000,20000,VH,11
29,61,84,right,10000,20000,V,10
7,50,61,right,10000,20000,VH,7
3,15,32,right,10000,20000,V,4
8,17,49,right,10000,20000,H,6
14,9,66,left,10000,20000,VH,8
23,106,47,right,10000,20000,V,6
10,6,86,right,10000,20000,VH,10
23,69,73,right,10000,20000,V,9
1,103,107,right,10000,20000,V,12
24,79,1,left,10000,20000,VH,1
8,53,35,right,10000,20000,VH,4
2,65,86,right,10000,20000,VH,10
17,94,11,right,10000,20000,VH,2
10,98,18,left,10000,20000,VH,2
16,69,6,left,10000,20000,V,1
27,5,80,right,10000,20000,VH,9
18,26,74,right,10000,20000,V,9
13,34,101,left,10000,20000,VH,12
15,85,41,left,10000,20000,V,5
12,85,98,left,10000,20000,VH,11
30,35,85,left,10000,20000,VH,10
2,67,91,left,10000,20000,V,11
30,58,10,right,10000,20000,VH,2
5,5,46,right,10000,20000,V,6
12,25,37,left,10000,20000,H,5
26,79,13,right,10000,20000,VH,2
29,18,26,left,10000,20000,H,3
22,27,48,right,10000,20000,V,6
6,88,72,left,10000,20000,V,8
22,90,89,right,10000,20000,H,10
6,33,38,right,10000,20000,V,5
3,41,15,right,10000,20000,H,2
1,73,64,left,10000,20000,VH,8
15,91,10,right,10000,20000,VH,2
14,70,52,right,10000,20000,H,6
24,35,41,right,10000,20000,H,5
27,95,70,left,10000,20000,V,8
28,19,28,left,10000,20000,V,4
14,57,46,left,10000,20000,VH,6
9,30,104,left,10000,20000,H,12
15,65,18,left,10000,20000,H,2
27,99,50,left,10000,20000,H,6
15,97,47,right,10000,20000,H,6
9,81,24,left,10000,20000,H,3
21,15,23,right,10000,20000,VH,3
2,53,3,right,10000,20000,V,1
4,44,107,right,10000,20000,VH,12
16,100,76,right,10000,20000,H,9
14,43,72,left,10000,20000,H,8
6,96,5,left,10000,20000,V,1
21,30,29,left,10000,20000,V,4
15,86,44,left,10000,20000,V,5
25,22,99,left,10000,20000,V,11
14,42,50,left,10000,20000,V,6
11,67,31,left,10000,20000,VH,4
27,43,56,right,10000,20000,H,7
23,27,100,right,10000,20000,VH,12
8,52,54,left,10000,20000,VH,6
9,6,67,left,10000,20000,H,8
7,82,54,right,10000,20000,V,6
22,81,37,left,10000,20000,VH,5
17,35,6,right,10000,20000,V,1
14,85,46,left,10000,20000,H,6
21,94,70,right,10000,20000,VH,8
19,91,93,right,10000,20000,H,11
21,88,76,right,10000,20000,H,9
2,97,40,left,10000,20000,V,5
7,8,25,right,10000,20000,VH,3
16,77,93,right,10000,20000,VH,11
20,22,97,right,10000,20000,H,11
7,53,69,right,10000,20000,VH,8
8,8,85,left,10000,20000,V,10
9,18,36,right,10000,20000,VH,4
11,5,9,left,10000,20000,H,1
29,20,25,left,10000,20000,V,3
12,78,95,left,10000,20000,V,11
26,21,19,left,10000,20000,VH,3
5,30,78,left,10000,20000,VH,9
29,89,35,left,10000,20000,V,4
1,81,71,left,10000,20000,V,8
8,31,71,left,10000,20000,V,8
