participantID,trialNumber,sampleNumber,sampleOrder,sampleTime,comparisonTime,condition
8,81,83.0,right,15000,25000,VH
8,82,47.0,left,15000,25000,VH
8,83,85.0,right,15000,25000,VH
8,84,13.0,left,15000,25000,VH
8,85,1.0,right,15000,25000,VH
8,86,61.0,left,15000,25000,VH
8,87,25.0,right,15000,25000,VH
8,88,7.0,right,15000,25000,VH
8,89,76.0,left,15000,25000,V
8,90,22.0,right,15000,25000,V
8,91,30.0,left,15000,25000,V
8,92,38.0,left,15000,25000,V
8,93,88.0,right,15000,25000,V
8,94,80.0,right,15000,25000,V
8,95,6.0,left,15000,25000,V
8,96,2.0,right,15000,25000,V
9,1,51.0,left,15000,25000,V
9,2,53.0,left,15000,25000,V
9,3,27.0,right,15000,25000,V
9,4,61.0,left,15000,25000,V
9,5,47.0,right,15000,25000,V
9,6,13.0,left,15000,25000,V
9,7,43.0,right,15000,25000,V
9,8,95.0,right,15000,25000,V
9,9,78.0,left,15000,25000,VH
9,10,24.0,left,15000,25000,VH
9,11,62.0,right,15000,25000,VH
9,12,56.0,left,15000,25000,VH
9,13,64.0,left,15000,25000,VH
9,14,28.0,right,15000,25000,VH
9,15,18.0,left,15000,25000,VH
9,16,44.0,left,15000,25000,VH
9,17,22.0,right,15000,25000,VH
9,18,60.0,left,15000,25000,VH
9,19,72.0,left,15000,25000,VH
9,20,74.0,right,15000,25000,VH
9,21,8.0,left,15000,25000,VH
9,22,90.0,right,15000,25000,VH
9,23,14.0,left,15000,25000,VH
9,24,10.0,left,15000,25000,VH
9,25,21.0,right,15000,25000,V
9,26,79.0,left,15000,25000,V
9,27,77.0,left,15000,25000,V
9,28,49.0,right,15000,25000,V
9,29,81.0,left,15000,25000,V
9,30,11.0,right,15000,25000,V
9,31,9.0,left,15000,25000,V
9,32,37.0,right,15000,25000,V
9,33,92.0,left,15000,25000,VH
9,34,70.0,right,15000,25000,VH
9,35,82.0,right,15000,25000,VH
9,36,6.0,left,15000,25000,VH
9,37,58.0,right,15000,25000,VH
9,38,94.0,right,15000,25000,VH
9,39,68.0,left,15000,25000,VH
9,40,86.0,right,15000,25000,VH
9,41,15.0,left,15000,25000,V
9,42,91.0,right,15000,25000,V
9,43,57.0,left,15000,25000,V
9,44,35.0,right,15000,25000,V
9,45,29.0,left,15000,25000,V
9,46,1.0,left,15000,25000,V
9,47,25.0,right,15000,25000,V
9,48,33.0,left,15000,25000,V
9,49,46.0,right,15000,25000,VH
9,50,2.0,right,15000,25000,VH
9,51,76.0,left,15000,25000,VH
9,52,12.0,right,15000,25000,VH
9,53,20.0,right,15000,25000,VH
9,54,30.0,left,15000,25000,VH
9,55,36.0,right,15000,25000,VH
9,56,26.0,right,15000,25000,VH
9,57,23.0,left,15000,25000,V
9,58,63.0,right,15000,25000,V
9,59,93.0,right,15000,25000,V
9,60,65.0,left,15000,25000,V
9,61,19.0,right,15000,25000,V
9,62,7.0,right,15000,25000,V
9,63,3.0,left,15000,25000,V
9,64,89.0,right,15000,25000,V
9,65,52.0,right,15000,25000,VH
9,66,40.0,left,15000,25000,VH
9,67,96.0,right,15000,25000,VH
9,68,42.0,right,15000,25000,VH
9,69,34.0,left,15000,25000,VH
9,70,66.0,right,15000,25000,VH
9,71,84.0,right,15000,25000,VH
9,72,54.0,left,15000,25000,VH
9,73,41.0,right,15000,25000,V
9,74,75.0,right,15000,25000,V
9,75,39.0,left,15000,25000,V
9,76,71.0,right,15000,25000,V
9,77,67.0,left,15000,25000,V
9,78,85.0,right,15000,25000,V
9,79,73.0,left,15000,25000,V
9,80,31.0,left,15000,25000,V
9,81,17.0,right,15000,25000,V
9,82,87.0,right,15000,25000,V
9,83,45.0,left,15000,25000,V
9,84,5.0,left,15000,25000,V
9,85,83.0,right,15000,25000,V
9,86,69.0,right,15000,25000,V
9,87,55.0,left,15000,25000,V
9,88,59.0,left,15000,25000,V
9,89,38.0,right,15000,25000,VH
9,90,32.0,right,15000,25000,VH
9,91,50.0,left,15000,25000,VH
9,92,80.0,right,15000,25000,VH
9,93,48.0,left,15000,25000,VH
9,94,16.0,left,15000,25000,VH
9,95,4.0,left,15000,25000,VH
9,96,88.0,left,15000,25000,VH
10,1,94.0,right,15000,25000,V
10,2,2.0,right,15000,25000,V
10,3,26.0,left,15000,25000,V
10,4,22.0,right,15000,25000,V
10,5,60.0,right,15000,25000,V
10,6,30.0,left,15000,25000,V
10,7,66.0,right,15000,25000,V
10,8,54.0,left,15000,25000,V
10,9,55.0,right,15000,25000,VH
10,10,47.0,right,15000,25000,VH
10,11,77.0,left,15000,25000,VH
10,12,1.0,right,15000,25000,VH
10,13,89.0,left,15000,25000,VH
10,14,37.0,right,15000,25000,VH
10,15,21.0,left,15000,25000,VH
10,16,27.0,left,15000,25000,VH
10,17,11.0,right,15000,25000,VH
10,18,59.0,left,15000,25000,VH
10,19,15.0,left,15000,25000,VH
10,20,61.0,right,15000,25000,VH
10,21,39.0,left,15000,25000,VH
10,22,57.0,left,15000,25000,VH
10,23,75.0,right,15000,25000,VH
10,24,53.0,left,15000,25000,VH
10,25,12.0,left,15000,25000,V
10,26,46.0,right,15000,25000,V
10,27,58.0,left,15000,25000,V
10,28,6.0,left,15000,25000,V
10,29,48.0,right,15000,25000,V
10,30,70.0,left,15000,25000,V
10,31,20.0,left,15000,25000,V
10,32,34.0,right,15000,25000,V
10,33,49.0,left,15000,25000,VH
10,34,85.0,right,15000,25000,VH
10,35,67.0,right,15000,25000,VH
10,36,71.0,left,15000,25000,VH
10,37,19.0,right,15000,25000,VH
10,38,81.0,right,15000,25000,VH
10,39,91.0,left,15000,25000,VH
10,40,93.0,right,15000,25000,VH
10,41,64.0,right,15000,25000,V
10,42,24.0,left,15000,25000,V
10,43,68.0,right,15000,25000,V
10,44,62.0,left,15000,25000,V
10,45,72.0,left,15000,25000,V
10,46,42.0,right,15000,25000,V
10,47,50.0,right,15000,25000,V
10,48,82.0,left,15000,25000,V
10,49,51.0,left,15000,25000,VH
10,50,31.0,right,15000,25000,VH
10,51,5.0,right,15000,25000,VH
10,52,3.0,left,15000,25000,VH
10,53,33.0,right,15000,25000,VH
10,54,9.0,right,15000,25000,VH
10,55,25.0,left,15000,25000,VH
10,56,87.0,right,15000,25000,VH
10,57,86.0,right,15000,25000,V
10,58,76.0,left,15000,25000,V
10,59,16.0,right,15000,25000,V
10,60,96.0,right,15000,25000,V
10,61,28.0,left,15000,25000,V
10,62,90.0,left,15000,25000,V
10,63,56.0,right,15000,25000,V
10,64,80.0,right,15000,25000,V
10,65,78.0,left,15000,25000,V
10,66,32.0,left,15000,25000,V
10,67,18.0,right,15000,25000,V
10,68,44.0,right,15000,25000,V
10,69,74.0,left,15000,25000,V
10,70,38.0,left,15000,25000,V
10,71,52.0,right,15000,25000,V
10,72,10.0,left,15000,25000,V
10,73,43.0,right,15000,25000,VH
10,74,65.0,right,15000,25000,VH
10,75,29.0,left,15000,25000,VH
10,76,23.0,right,15000,25000,VH
10,77,79.0,right,15000,25000,VH
10,78,45.0,left,15000,25000,VH
10,79,95.0,right,15000,25000,VH
10,80,73.0,left,15000,25000,VH
10,81,41.0,left,15000,25000,VH
10,82,17.0,right,15000,25000,VH
10,83,63.0,left,15000,25000,VH
10,84,83.0,left,15000,25000,VH
10,85,35.0,right,15000,25000,VH
10,86,7.0,left,15000,25000,VH
10,87,69.0,left,15000,25000,VH
10,88,13.0,right,15000,25000,VH
10,89,4.0,left,15000,25000,V
10,90,14.0,left,15000,25000,V
10,91,92.0,right,15000,25000,V
10,92,36.0,left,15000,25000,V
10,93,40.0,left,15000,25000,V
10,94,84.0,right,15000,25000,V
10,95,8.0,left,15000,25000,V
10,96,88.0,right,15000,25000,V
11,1,8.0,left,15000,25000,VH
11,2,72.0,left,15000,25000,VH
11,3,28.0,right,15000,25000,VH
11,4,62.0,left,15000,25000,VH
11,5,38.0,left,15000,25000,VH
11,6,14.0,right,15000,25000,VH
11,7,22.0,left,15000,25000,VH
11,8,26.0,right,15000,25000,VH
11,9,9.0,right,15000,25000,V
11,10,59.0,left,15000,25000,V
11,11,73.0,left,15000,25000,V
11,12,35.0,right,15000,25000,V
11,13,39.0,right,15000,25000,V
11,14,47.0,left,15000,25000,V
11,15,77.0,right,15000,25000,V
11,16,53.0,left,15000,25000,V
11,17,11.0,right,15000,25000,V
11,18,23.0,right,15000,25000,V
11,19,5.0,left,15000,25000,V
11,20,27.0,right,15000,25000,V
11,21,51.0,right,15000,25000,V
11,22,37.0,left,15000,25000,V
11,23,91.0,right,15000,25000,V
11,24,17.0,left,15000,25000,V
11,25,42.0,left,15000,25000,VH
11,26,84.0,right,15000,25000,VH
11,27,46.0,left,15000,25000,VH
11,28,2.0,left,15000,25000,VH
11,29,34.0,right,15000,25000,VH
11,30,76.0,right,15000,25000,VH
11,31,12.0,left,15000,25000,VH
11,32,58.0,right,15000,25000,VH
11,33,64.0,left,15000,25000,VH
11,34,90.0,left,15000,25000,VH
11,35,36.0,right,15000,25000,VH
11,36,66.0,left,15000,25000,VH
11,37,48.0,right,15000,25000,VH
11,38,16.0,left,15000,25000,VH
11,39,44.0,right,15000,25000,VH
11,40,18.0,right,15000,25000,VH
11,41,61.0,left,15000,25000,V
11,42,55.0,right,15000,25000,V
11,43,15.0,right,15000,25000,V
11,44,69.0,left,15000,25000,V
11,45,31.0,right,15000,25000,V
11,46,83.0,left,15000,25000,V
11,47,71.0,left,15000,25000,V
11,48,65.0,right,15000,25000,V
11,49,50.0,left,15000,25000,VH
11,50,82.0,left,15000,25000,VH
11,51,94.0,right,15000,25000,VH
11,52,68.0,left,15000,25000,VH
11,53,54.0,left,15000,25000,VH
11,54,40.0,right,15000,25000,VH
11,55,86.0,right,15000,25000,VH
11,56,70.0,left,15000,25000,VH
11,57,45.0,left,15000,25000,V
11,58,49.0,right,15000,25000,V
11,59,81.0,right,15000,25000,V
11,60,57.0,left,15000,25000,V
11,61,1.0,right,15000,25000,V
11,62,21.0,right,15000,25000,V
11,63,29.0,left,15000,25000,V
11,64,41.0,right,15000,25000,V
11,65,92.0,right,15000,25000,VH
11,66,56.0,left,15000,25000,VH
11,67,32.0,left,15000,25000,VH
11,68,6.0,right,15000,25000,VH
11,69,20.0,right,15000,25000,VH
11,70,88.0,left,15000,25000,VH
11,71,78.0,right,15000,25000,VH
11,72,60.0,right,15000,25000,VH
11,73,43.0,left,15000,25000,V
11,74,25.0,left,15000,25000,V
11,75,79.0,right,15000,25000,V
11,76,13.0,right,15000,25000,V
11,77,75.0,left,15000,25000,V
11,78,93.0,right,15000,25000,V
11,79,67.0,right,15000,25000,V
11,80,89.0,left,15000,25000,V
11,81,80.0,right,15000,25000,VH
11,82,24.0,right,15000,25000,VH
11,83,4.0,left,15000,25000,VH
11,84,96.0,right,15000,25000,VH
11,85,10.0,left,15000,25000,VH
11,86,74.0,left,15000,25000,VH
11,87,30.0,right,15000,25000,VH
11,88,52.0,right,15000,25000,VH
11,89,19.0,left,15000,25000,V
11,90,85.0,left,15000,25000,V
11,91,7.0,right,15000,25000,V
11,92,3.0,left,15000,25000,V
11,93,33.0,left,15000,25000,V
11,94,87.0,right,15000,25000,V
11,95,95.0,left,15000,25000,V
11,96,63.0,left,15000,25000,V
12,1,60.0,right,15000,25000,V
12,2,94.0,left,15000,25000,V
12,3,24.0,right,15000,25000,V
12,4,16.0,right,15000,25000,V
12,5,32.0,left,15000,25000,V
12,6,4.0,right,15000,25000,V
12,7,18.0,right,15000,25000,V
12,8,64.0,left,15000,25000,V
12,9,59.0,right,15000,25000,VH
12,10,49.0,right,15000,25000,VH
12,11,17.0,left,15000,25000,VH
12,12,83.0,right,15000,25000,VH
12,13,9.0,right,15000,25000,VH
12,14,77.0,left,15000,25000,VH
12,15,53.0,right,15000,25000,VH
12,16,89.0,right,15000,25000,VH
12,17,95.0,left,15000,25000,VH
12,18,57.0,right,15000,25000,VH
12,19,47.0,left,15000,25000,VH
12,20,25.0,left,15000,25000,VH
12,21,73.0,right,15000,25000,VH
12,22,33.0,left,15000,25000,VH
12,23,11.0,left,15000,25000,VH
12,24,29.0,right,15000,25000,VH
12,25,12.0,left,15000,25000,V
12,26,40.0,left,15000,25000,V
12,27,90.0,right,15000,25000,V
12,28,46.0,left,15000,25000,V
12,29,20.0,left,15000,25000,V
12,30,56.0,right,15000,25000,V
12,31,62.0,left,15000,25000,V
12,32,96.0,left,15000,25000,V
12,33,66.0,right,15000,25000,V
12,34,2.0,left,15000,25000,V
12,35,34.0,left,15000,25000,V
12,36,72.0,right,15000,25000,V
12,37,92.0,left,15000,25000,V
12,38,48.0,left,15000,25000,V
12,39,14.0,right,15000,25000,V
12,40,10.0,left,15000,25000,V
12,41,85.0,left,15000,25000,VH
12,42,61.0,right,15000,25000,VH
12,43,31.0,left,15000,25000,VH
12,44,75.0,right,15000,25000,VH
12,45,51.0,left,15000,25000,VH
12,46,19.0,left,15000,25000,VH
12,47,27.0,right,15000,25000,VH
12,48,63.0,left,15000,25000,VH
12,49,84.0,right,15000,25000,V
12,50,42.0,right,15000,25000,V
12,51,26.0,left,15000,25000,V
12,52,68.0,right,15000,25000,V
12,53,58.0,left,15000,25000,V
12,54,36.0,right,15000,25000,V
12,55,52.0,left,15000,25000,V
12,56,22.0,right,15000,25000,V
12,57,43.0,right,15000,25000,VH
12,58,13.0,left,15000,25000,VH
12,59,79.0,left,15000,25000,VH
12,60,81.0,right,15000,25000,VH
12,61,41.0,left,15000,25000,VH
12,62,21.0,right,15000,25000,VH
12,63,45.0,right,15000,25000,VH
12,64,1.0,left,15000,25000,VH
12,65,74.0,right,15000,25000,V
12,66,30.0,right,15000,25000,V
12,67,8.0,left,15000,25000,V
12,68,88.0,right,15000,25000,V
12,69,54.0,right,15000,25000,V
12,70,44.0,left,15000,25000,V
12,71,80.0,right,15000,25000,V
12,72,82.0,left,15000,25000,V
12,73,71.0,right,15000,25000,VH
12,74,23.0,left,15000,25000,VH
12,75,15.0,right,15000,25000,VH
12,76,39.0,right,15000,25000,VH
12,77,55.0,left,15000,25000,VH
12,78,87.0,right,15000,25000,VH
12,79,3.0,right,15000,25000,VH
12,80,69.0,left,15000,25000,VH
12,81,37.0,right,15000,25000,VH
12,82,65.0,right,15000,25000,VH
12,83,7.0,left,15000,25000,VH
12,84,35.0,right,15000,25000,VH
12,85,67.0,right,15000,25000,VH
12,86,93.0,left,15000,25000,VH
12,87,91.0,left,15000,25000,VH
12,88,5.0,right,15000,25000,VH
12,89,76.0,left,15000,25000,V
12,90,6.0,left,15000,25000,V
12,91,78.0,right,15000,25000,V
12,92,28.0,left,15000,25000,V
12,93,38.0,left,15000,25000,V
12,94,86.0,right,15000,25000,V
12,95,70.0,left,15000,25000,V
12,96,50.0,left,15000,25000,V
13,1,79.0,right,15000,25000,V
13,2,43.0,right,15000,25000,V
13,3,9.0,left,15000,25000,V
13,4,93.0,right,15000,25000,V
13,5,5.0,right,15000,25000,V
13,6,59.0,left,15000,25000,V
13,7,69.0,right,15000,25000,V
13,8,41.0,right,15000,25000,V
13,9,48.0,left,15000,25000,VH
13,10,92.0,right,15000,25000,VH
13,11,74.0,right,15000,25000,VH
13,12,54.0,left,15000,25000,VH
13,13,30.0,right,15000,25000,VH
13,14,10.0,left,15000,25000,VH
13,15,56.0,left,15000,25000,VH
13,16,8.0,right,15000,25000,VH
13,17,85.0,right,15000,25000,V
13,18,75.0,left,15000,25000,V
13,19,91.0,right,15000,25000,V
13,20,15.0,left,15000,25000,V
13,21,37.0,right,15000,25000,V
13,22,95.0,left,15000,25000,V
13,23,25.0,left,15000,25000,V
13,24,73.0,right,15000,25000,V
13,25,16.0,left,15000,25000,VH
13,26,90.0,left,15000,25000,VH
13,27,78.0,right,15000,25000,VH
13,28,68.0,left,15000,25000,VH
13,29,32.0,left,15000,25000,VH
13,30,66.0,right,15000,25000,VH
13,31,4.0,left,15000,25000,VH
13,32,70.0,left,15000,25000,VH
13,33,13.0,right,15000,25000,V
13,34,81.0,left,15000,25000,V
13,35,61.0,left,15000,25000,V
13,36,57.0,right,15000,25000,V
13,37,19.0,right,15000,25000,V
13,38,23.0,left,15000,25000,V
13,39,77.0,right,15000,25000,V
13,40,3.0,right,15000,25000,V
13,41,6.0,left,15000,25000,VH
13,42,84.0,right,15000,25000,VH
13,43,22.0,right,15000,25000,VH
13,44,52.0,left,15000,25000,VH
13,45,24.0,right,15000,25000,VH
13,46,46.0,right,15000,25000,VH
13,47,34.0,left,15000,25000,VH
13,48,80.0,right,15000,25000,VH
13,49,67.0,right,15000,25000,V
13,50,11.0,left,15000,25000,V
13,51,7.0,right,15000,25000,V
13,52,45.0,right,15000,25000,V
13,53,33.0,left,15000,25000,V
13,54,35.0,right,15000,25000,V
13,55,53.0,right,15000,25000,V
13,56,89.0,left,15000,25000,V
13,57,72.0,right,15000,25000,VH
13,58,58.0,left,15000,25000,VH
13,59,88.0,left,15000,25000,VH
13,60,62.0,right,15000,25000,VH
13,61,96.0,left,15000,25000,VH
13,62,20.0,right,15000,25000,VH
13,63,60.0,right,15000,25000,VH
13,64,44.0,left,15000,25000,VH
13,65,38.0,right,15000,25000,VH
13,66,94.0,right,15000,25000,VH
13,67,64.0,left,15000,25000,VH
13,68,14.0,right,15000,25000,VH
13,69,86.0,left,15000,25000,VH
13,70,76.0,left,15000,25000,VH
13,71,2.0,right,15000,25000,VH
13,72,18.0,left,15000,25000,VH
13,73,51.0,left,15000,25000,V
13,74,87.0,right,15000,25000,V
13,75,17.0,left,15000,25000,V
13,76,27.0,left,15000,25000,V
13,77,63.0,right,15000,25000,V
13,78,29.0,left,15000,25000,V
13,79,71.0,left,15000,25000,V
13,80,65.0,right,15000,25000,V
13,81,83.0,left,15000,25000,V
13,82,47.0,left,15000,25000,V
13,83,31.0,right,15000,25000,V
13,84,1.0,right,15000,25000,V
13,85,55.0,left,15000,25000,V
13,86,21.0,right,15000,25000,V
13,87,49.0,left,15000,25000,V
13,88,39.0,right,15000,25000,V
13,89,42.0,left,15000,25000,VH
13,90,26.0,left,15000,25000,VH
13,91,82.0,right,15000,25000,VH
13,92,36.0,left,15000,25000,VH
13,93,50.0,left,15000,25000,VH
13,94,40.0,right,15000,25000,VH
13,95,28.0,left,15000,25000,VH
13,96,12.0,left,15000,25000,VH
14,1,21.0,right,15000,25000,VH
14,2,75.0,right,15000,25000,VH
14,3,53.0,left,15000,25000,VH
14,4,65.0,right,15000,25000,VH
14,5,29.0,right,15000,25000,VH
14,6,39.0,left,15000,25000,VH
14,7,67.0,right,15000,25000,VH
14,8,17.0,right,15000,25000,VH
14,9,24.0,left,15000,25000,V
14,10,94.0,right,15000,25000,V
14,11,96.0,left,15000,25000,V
14,12,46.0,left,15000,25000,V
14,13,70.0,right,15000,25000,V
14,14,72.0,right,15000,25000,V
14,15,2.0,left,15000,25000,V
14,16,36.0,right,15000,25000,V
14,17,27.0,left,15000,25000,VH
14,18,95.0,left,15000,25000,VH
14,19,83.0,right,15000,25000,VH
14,20,55.0,left,15000,25000,VH
14,21,45.0,left,15000,25000,VH
14,22,49.0,right,15000,25000,VH
14,23,47.0,left,15000,25000,VH
14,24,7.0,left,15000,25000,VH
14,25,58.0,right,15000,25000,V
14,26,50.0,left,15000,25000,V
14,27,40.0,right,15000,25000,V
14,28,80.0,left,15000,25000,V
14,29,26.0,right,15000,25000,V
14,30,68.0,left,15000,25000,V
14,31,84.0,right,15000,25000,V
14,32,62.0,right,15000,25000,V
14,33,3.0,left,15000,25000,VH
14,34,79.0,right,15000,25000,VH
14,35,51.0,left,15000,25000,VH
14,36,77.0,left,15000,25000,VH
14,37,71.0,right,15000,25000,VH
14,38,69.0,left,15000,25000,VH
14,39,87.0,left,15000,25000,VH
14,40,37.0,right,15000,25000,VH
14,41,82.0,left,15000,25000,V
14,42,38.0,left,15000,25000,V
14,43,66.0,right,15000,25000,V
14,44,18.0,left,15000,25000,V
14,45,6.0,left,15000,25000,V
14,46,42.0,right,15000,25000,V
14,47,56.0,right,15000,25000,V
14,48,20.0,left,15000,25000,V
14,49,41.0,right,15000,25000,VH
14,50,93.0,right,15000,25000,VH
14,51,13.0,left,15000,25000,VH
14,52,9.0,right,15000,25000,VH
14,53,43.0,right,15000,25000,VH
14,54,85.0,left,15000,25000,VH
14,55,61.0,right,15000,25000,VH
14,56,81.0,left,15000,25000,VH
14,57,10.0,left,15000,25000,V
14,58,64.0,right,15000,25000,V
14,59,88.0,right,15000,25000,V
14,60,16.0,left,15000,25000,V
14,61,74.0,right,15000,25000,V
14,62,14.0,right,15000,25000,V
14,63,48.0,left,15000,25000,V
14,64,92.0,right,15000,25000,V
14,65,57.0,right,15000,25000,VH
14,66,23.0,left,15000,25000,VH
14,67,59.0,right,15000,25000,VH
14,68,1.0,left,15000,25000,VH
14,69,5.0,right,15000,25000,VH
14,70,31.0,right,15000,25000,VH
14,71,73.0,left,15000,25000,VH
14,72,33.0,left,15000,25000,VH
14,73,90.0,right,15000,25000,V
14,74,12.0,left,15000,25000,V
14,75,60.0,left,15000,25000,V
14,76,32.0,right,15000,25000,V
14,77,54.0,left,15000,25000,V
14,78,34.0,right,15000,25000,V
14,79,86.0,left,15000,25000,V
14,80,22.0,right,15000,25000,V
14,81,30.0,left,15000,25000,V
14,82,44.0,left,15000,25000,V
14,83,28.0,right,15000,25000,V
14,84,8.0,left,15000,25000,V
14,85,76.0,left,15000,25000,V
14,86,4.0,right,15000,25000,V
14,87,52.0,left,15000,25000,V
14,88,78.0,right,15000,25000,V
14,89,63.0,left,15000,25000,VH
14,90,19.0,right,15000,25000,VH
14,91,15.0,left,15000,25000,VH
14,92,11.0,right,15000,25000,VH
14,93,35.0,right,15000,25000,VH
14,94,25.0,left,15000,25000,VH
14,95,91.0,right,15000,25000,VH
14,96,89.0,left,15000,25000,VH
15,1,27.0,left,15000,25000,V
15,2,5.0,right,15000,25000,V
15,3,61.0,left,15000,25000,V
15,4,57.0,right,15000,25000,V
15,5,41.0,right,15000,25000,V
15,6,71.0,left,15000,25000,V
15,7,91.0,right,15000,25000,V
15,8,53.0,right,15000,25000,V
15,9,56.0,left,15000,25000,VH
15,10,72.0,right,15000,25000,VH
15,11,20.0,right,15000,25000,VH
15,12,26.0,left,15000,25000,VH
15,13,66.0,left,15000,25000,VH
15,14,96.0,right,15000,25000,VH
15,15,14.0,left,15000,25000,VH
15,16,40.0,left,15000,25000,VH
15,17,68.0,right,15000,25000,VH
15,18,48.0,right,15000,25000,VH
15,19,2.0,left,15000,25000,VH
15,20,88.0,right,15000,25000,VH
15,21,82.0,left,15000,25000,VH
15,22,54.0,right,15000,25000,VH
15,23,70.0,right,15000,25000,VH
15,24,28.0,left,15000,25000,VH
15,25,87.0,right,15000,25000,V
15,26,9.0,left,15000,25000,V
15,27,7.0,left,15000,25000,V
15,28,49.0,right,15000,25000,V
15,29,77.0,left,15000,25000,V
15,30,43.0,right,15000,25000,V
15,31,23.0,left,15000,25000,V
15,32,21.0,left,15000,25000,V
15,33,16.0,right,15000,25000,VH
15,34,30.0,left,15000,25000,VH
15,35,18.0,left,15000,25000,VH
15,36,34.0,right,15000,25000,VH
15,37,60.0,right,15000,25000,VH
15,38,94.0,left,15000,25000,VH
15,39,86.0,right,15000,25000,VH
15,40,38.0,right,15000,25000,VH
15,41,59.0,left,15000,25000,V
15,42,81.0,left,15000,25000,V
15,43,13.0,right,15000,25000,V
15,44,63.0,right,15000,25000,V
15,45,75.0,left,15000,25000,V
15,46,11.0,right,15000,25000,V
15,47,65.0,left,15000,25000,V
15,48,89.0,left,15000,25000,V
15,49,45.0,right,15000,25000,V
15,50,73.0,right,15000,25000,V
15,51,37.0,left,15000,25000,V
15,52,55.0,right,15000,25000,V
15,53,69.0,left,15000,25000,V
15,54,31.0,left,15000,25000,V
15,55,47.0,right,15000,25000,V
15,56,33.0,left,15000,25000,V
15,57,76.0,right,15000,25000,VH
15,58,32.0,left,15000,25000,VH
15,59,36.0,left,15000,25000,VH
15,60,10.0,right,15000,25000,VH
15,61,42.0,right,15000,25000,VH
15,62,64.0,left,15000,25000,VH
15,63,80.0,left,15000,25000,VH
15,64,44.0,right,15000,25000,VH
15,65,79.0,left,15000,25000,V
15,66,3.0,right,15000,25000,V
15,67,35.0,left,15000,25000,V
15,68,67.0,left,15000,25000,V
15,69,25.0,right,15000,25000,V
15,70,15.0,left,15000,25000,V
15,71,29.0,left,15000,25000,V
15,72,17.0,right,15000,25000,V
15,73,52.0,left,15000,25000,VH
15,74,90.0,left,15000,25000,VH
15,75,46.0,right,15000,25000,VH
15,76,24.0,left,15000,25000,VH
15,77,58.0,left,15000,25000,VH
15,78,62.0,right,15000,25000,VH
15,79,6.0,left,15000,25000,VH
15,80,78.0,right,15000,25000,VH
15,81,92.0,right,15000,25000,VH
15,82,84.0,left,15000,25000,VH
15,83,8.0,right,15000,25000,VH
15,84,74.0,right,15000,25000,VH
15,85,4.0,left,15000,25000,VH
15,86,12.0,right,15000,25000,VH
15,87,22.0,right,15000,25000,VH
15,88,50.0,left,15000,25000,VH
15,89,51.0,right,15000,25000,V
15,90,95.0,right,15000,25000,V
15,91,19.0,left,15000,25000,V
15,92,39.0,left,15000,25000,V
15,93,93.0,right,15000,25000,V
15,94,85.0,right,15000,25000,V
15,95,1.0,left,15000,25000,V
15,96,83.0,right,15000,25000,V
16,1,74.0,right,15000,25000,V
16,2,26.0,left,15000,25000,V
16,3,90.0,left,15000,25000,V
16,4,84.0,right,15000,25000,V
16,5,72.0,left,15000,25000,V
16,6,88.0,left,15000,25000,V
16,7,10.0,right,15000,25000,V
16,8,80.0,left,15000,25000,V
16,9,15.0,left,15000,25000,VH
16,10,25.0,right,15000,25000,VH
16,11,79.0,left,15000,25000,VH
16,12,51.0,right,15000,25000,VH
16,13,75.0,left,15000,25000,VH
16,14,21.0,right,15000,25000,VH
16,15,45.0,left,15000,25000,VH
16,16,83.0,right,15000,25000,VH
16,17,54.0,left,15000,25000,V
16,18,30.0,right,15000,25000,V
16,19,94.0,right,15000,25000,V
16,20,62.0,left,15000,25000,V
16,21,16.0,right,15000,25000,V
16,22,14.0,left,15000,25000,V
16,23,18.0,right,15000,25000,V
16,24,46.0,left,15000,25000,V
16,25,71.0,left,15000,25000,VH
16,26,33.0,right,15000,25000,VH
16,27,43.0,left,15000,25000,VH
16,28,39.0,right,15000,25000,VH
16,29,77.0,left,15000,25000,VH
16,30,17.0,right,15000,25000,VH
16,31,91.0,left,15000,25000,VH
16,32,1.0,left,15000,25000,VH
16,33,59.0,right,15000,25000,VH
16,34,61.0,left,15000,25000,VH
16,35,63.0,right,15000,25000,VH
16,36,13.0,right,15000,25000,VH
16,37,89.0,left,15000,25000,VH
16,38,65.0,left,15000,25000,VH
16,39,47.0,right,15000,25000,VH
16,40,95.0,left,15000,25000,VH
16,41,36.0,left,15000,25000,V
16,42,76.0,right,15000,25000,V
16,43,52.0,left,15000,25000,V
16,44,44.0,left,15000,25000,V
16,45,82.0,right,15000,25000,V
16,46,22.0,left,15000,25000,V
16,47,6.0,right,15000,25000,V
16,48,38.0,right,15000,25000,V
16,49,5.0,left,15000,25000,VH
16,50,57.0,right,15000,25000,VH
16,51,27.0,right,15000,25000,VH
16,52,23.0,left,15000,25000,VH
16,53,31.0,right,15000,25000,VH
16,54,9.0,left,15000,25000,VH
16,55,11.0,left,15000,25000,VH
16,56,7.0,right,15000,25000,VH
16,57,40.0,left,15000,25000,V
16,58,64.0,left,15000,25000,V
16,59,50.0,right,15000,25000,V
16,60,28.0,left,15000,25000,V
16,61,12.0,right,15000,25000,V
16,62,96.0,right,15000,25000,V
16,63,20.0,left,15000,25000,V
16,64,86.0,right,15000,25000,V
16,65,4.0,right,15000,25000,V
16,66,58.0,left,15000,25000,V
